open time	open	high	low	close	volume	number of trades
2019-01-01	3701.23	3810.16	3642.0	3797.14	23741.7	154227
2019-01-02	3796.45	3882.14	3750.45	3858.56	35156.5	218538
2019-01-03	3857.57	3862.74	3730.0	3766.78	29406.9	199812
2019-01-04	3767.2	3823.64	3703.57	3792.01	29519.6	192232
2019-01-05	3790.09	3840.99	3751.0	3770.96	30490.7	203673
2019-01-06	3771.12	4027.71	3740.0	3987.6	36553.8	240496
2019-01-07	3987.62	4017.9	3921.53	3975.45	31869.8	221219
2019-01-08	3976.76	4069.8	3903.0	3955.13	38901.4	242898
2019-01-09	3955.45	4006.81	3930.04	3966.65	28989.4	209240
2019-01-10	3966.06	3996.01	3540.0	3585.88	59402.2	374760
2019-01-11	3585.88	3658.0	3465.0	3601.31	38338.7	264996
2019-01-12	3601.31	3618.19	3530.0	3583.13	21999.9	175679
2019-01-13	3584.1	3611.1	3441.3	3476.81	26385.8	183113
2019-01-14	3477.56	3671.87	3467.02	3626.09	35235.2	229452
2019-01-15	3626.08	3648.42	3516.62	3553.06	34138.0	231684
2019-01-16	3553.06	3645.0	3543.51	3591.84	27480.2	205159
2019-01-17	3591.84	3634.7	3530.39	3616.21	29755.4	217797
2019-01-18	3613.32	3620.0	3565.75	3594.87	22713.4	177567
2019-01-19	3594.87	3720.0	3594.23	3665.3	22171.6	175054
2019-01-20	3665.75	3693.73	3475.0	3539.28	27901.9	204941
2019-01-21	3539.26	3559.51	3475.5	3526.9	19644.4	160825
2019-01-22	3526.88	3608.5	3434.85	3570.93	29336.4	195484
2019-01-23	3570.41	3607.98	3514.5	3552.82	24938.8	192892
2019-01-24	3552.97	3589.0	3529.22	3569.62	20826.3	162159
2019-01-25	3569.07	3587.15	3522.51	3565.29	17608.3	153413
2019-01-26	3566.69	3662.94	3545.0	3565.25	19476.5	135369
2019-01-27	3565.62	3579.0	3486.0	3550.84	22735.6	163855
2019-01-28	3550.05	3557.75	3380.27	3434.15	40405.1	260799
2019-01-29	3434.0	3443.45	3349.92	3411.04	29544.9	189650
2019-01-30	3410.04	3478.0	3387.1	3458.18	23968.3	180820
2019-01-31	3457.5	3489.2	3418.8	3434.1	29607.2	198100
2019-02-01	3434.1	3488.0	3401.2	3462.07	25260.5	167520
2019-02-02	3462.2	3526.4	3440.29	3504.77	17920.8	153234
2019-02-03	3504.06	3511.09	3426.0	3458.11	19867.3	138592
2019-02-04	3458.11	3484.88	3433.31	3463.22	23132.0	155686
2019-02-05	3463.22	3478.97	3448.43	3471.59	25264.4	162066
2019-02-06	3471.57	3482.72	3380.0	3405.37	35310.2	207024
2019-02-07	3407.0	3426.45	3390.0	3398.4	18665.5	148209
2019-02-08	3398.4	3733.58	3373.1	3659.04	47968.1	277242
2019-02-09	3660.27	3680.02	3625.13	3665.18	24759.8	192209
2019-02-10	3665.18	3684.99	3609.76	3680.06	23250.6	171099
2019-02-11	3679.75	3684.9	3615.53	3631.05	24954.6	172626
2019-02-12	3631.05	3667.6	3582.34	3631.46	29479.6	198996
2019-02-13	3631.51	3670.0	3591.75	3609.4	25774.0	167690
2019-02-14	3608.34	3626.4	3568.11	3590.56	21753.5	155215
2019-02-15	3590.57	3653.23	3573.45	3602.47	20777.9	151256
2019-02-16	3602.49	3648.2	3597.91	3618.41	19566.0	149393
2019-02-17	3617.22	3700.11	3604.4	3667.58	25690.2	179511
2019-02-18	3667.62	3925.0	3655.0	3898.6	64042.7	393515
2019-02-19	3897.35	3994.52	3856.0	3907.79	50207.2	332281
2019-02-20	3907.35	3986.98	3870.66	3969.74	36205.1	250176
2019-02-21	3969.74	4016.48	3901.03	3937.31	31103.9	209571
2019-02-22	3937.31	3988.0	3926.65	3962.0	23943.2	179588
2019-02-23	3962.0	4162.02	3933.15	4117.76	33657.9	231563
2019-02-24	4118.0	4198.0	3712.66	3743.56	62224.2	410578
2019-02-25	3743.56	3872.66	3740.0	3827.92	38103.0	262716
2019-02-26	3828.44	3841.51	3777.0	3809.23	28838.7	213897
2019-02-27	3809.31	3838.85	3677.17	3818.07	31501.0	201626
2019-02-28	3818.04	3888.0	3763.87	3813.69	32562.0	233849
2019-03-01	3814.26	3857.0	3813.01	3823.0	23174.6	179860
